id,nombre_completo,edad,provincia,nivel_educativo,horas_estudio_semana,asistencia_%,internet_en_casa,nivel_socioeconomico,promedio_final
303,Baldomero Donoso Vélez,15,Guayas,Secundaria,11,51.1,True,Alto,3.24
304,Norberto Mateo Frías,17,Pichincha,Bachillerato,10,88.1,True,Alto,5.41
305,Ernesto Manrique Ferrández,21,Pichincha,Secundaria,16,73.1,True,Medio,4.16
306,Angelina de Ponce,15,Esmeraldas,Secundaria,24,56.1,False,Medio,3.95
307,Edelmira Castro Uribe,19,Guayas,Bachillerato,7,97.6,True,Medio,5.58
308,Noa Ferrán,21,Loja,Bachillerato,26,77.4,False,Medio,5.69
309,María Enríquez Morales,17,Guayas,Secundaria,14,73.2,True,Bajo,3.83
310,Armida Menéndez Esteban,17,Guayas,Bachillerato,8,85.3,False,Medio,5.07
311,Imelda Mur Borrell,20,Loja,Secundaria,5,72.2,True,Medio,5.62
312,Jeremías Rebollo Rosselló,22,Tungurahua,Bachillerato,40,72.6,True,Alto,5.24
313,Clementina Roma Álvaro,25,Loja,Secundaria,4,94.7,True,Bajo,5.39
314,Jacinto Tudela,22,Manabi,Bachillerato,6,57.6,True,Bajo,3.59
315,Andrés Felipe Germán Bayo Pareja,20,Chimborazo,Secundaria,3,50.3,True,Medio,3.12
316,Ricardo Lino Frutos Dueñas,15,Esmeraldas,Secundaria,5,68.5,True,Bajo,3.05
317,María Pilar Lamas Garriga,19,Guayas,Bachillerato,20,91.0,True,Medio,5.3
318,Zaida Cornejo Pozuelo,21,Esmeraldas,Bachillerato,36,82.3,True,Bajo,6.15
319,Máxima Porras Solé,19,Loja,Secundaria,24,50.9,False,Alto,4.59
320,Alba Bru Segovia,17,Loja,Bachillerato,29,81.5,False,Medio,6.02
321,Tristán Santiago Oliveras,16,Manabi,Secundaria,13,58.2,True,Alto,3.99
322,Irene Sola Querol,19,Tungurahua,Bachillerato,16,65.4,False,Bajo,4.8
323,Eleuterio Castejón Caro,21,Chimborazo,Bachillerato,22,52.3,False,Bajo,4.56
324,René Losada Mendez,24,Pichincha,Bachillerato,30,89.7,True,Medio,6.3
325,Julio César de Pozuelo,23,Loja,Secundaria,26,98.6,True,Alto,5.88
326,Gaspar Mora Domingo,16,Loja,Bachillerato,13,69.1,True,Bajo,4.29
327,Elpidio Girón Bosch,18,Guayas,Secundaria,2,81.6,True,Bajo,4.37
328,Miguela Aguiló Ibañez,20,Pichincha,Secundaria,33,65.0,True,Bajo,4.6
329,Pacífica Ramis,19,Loja,Bachillerato,21,67.1,True,Bajo,4.4
330,Tito de Téllez,25,Manabi,Secundaria,5,63.0,False,Alto,3.91
331,Rolando del Nadal,17,Esmeraldas,Bachillerato,30,77.8,False,Medio,6.09
332,Leyre Leon Gimeno,15,Loja,Bachillerato,19,62.6,False,Bajo,3.63
333,Rosalina Huguet Orozco,20,Chimborazo,Secundaria,33,52.8,True,Bajo,5.19
334,Teófila Parejo Peinado,19,Loja,Secundaria,36,74.8,False,Bajo,5.93
335,Antonio Casado Baeza,21,Chimborazo,Bachillerato,35,60.8,False,Medio,5.27
336,Godofredo Barroso,20,Pichincha,Secundaria,25,92.1,False,Alto,5.6
337,Adelina Dávila Gonzalo,19,Manabi,Bachillerato,33,75.4,False,Alto,6.04
338,Elisa Heredia-Sebastián,20,Manabi,Secundaria,18,85.9,True,Bajo,4.98
339,Amado Samuel Guzman Galan,16,Chimborazo,Bachillerato,39,92.3,False,Bajo,7.0
340,Elisabet del Gómez,15,Pichincha,Bachillerato,19,64.1,False,Bajo,4.47
341,Cecilia Barragán Palacios,16,Chimborazo,Secundaria,32,92.7,False,Alto,5.78
342,María José Morcillo Carpio,24,Chimborazo,Secundaria,18,58.0,False,Medio,3.38
343,Esteban Sevillano Tejada,20,Loja,Secundaria,0,63.5,False,Alto,4.44
344,Baudelio Lobato Rocha,21,Loja,Secundaria,22,84.3,True,Bajo,5.91
345,Lázaro Torrecilla Buendía,25,Manabi,Bachillerato,5,97.9,True,Alto,5.02
346,Alonso Pedrosa-Pablo,24,Chimborazo,Bachillerato,35,70.1,True,Medio,6.61
347,Reinaldo del González,17,Chimborazo,Secundaria,21,66.9,True,Alto,5.04
348,Tristán Candelario Canals Comas,22,Pichincha,Secundaria,40,82.1,True,Medio,6.09
349,Carla Orozco Hurtado,16,Manabi,Secundaria,20,94.2,False,Medio,5.1
350,Sebastián Barreda Ripoll,18,Manabi,Bachillerato,11,66.4,False,Bajo,4.98
351,Carina Ayuso Crespo,18,Manabi,Bachillerato,14,58.4,False,Medio,4.11
352,Gala Torres Blanca,22,Tungurahua,Bachillerato,3,84.1,False,Alto,3.93
353,Eva Garriga Arranz,21,Pichincha,Secundaria,20,58.8,True,Bajo,3.94
354,Cesar Coello Marqués,19,Manabi,Secundaria,36,55.0,False,Alto,4.72
355,Áurea Millán Cámara,20,Chimborazo,Bachillerato,2,98.0,True,Bajo,4.09
356,Sandra Ledesma-Folch,23,Tungurahua,Secundaria,39,50.1,True,Bajo,5.8
357,Leocadia Esparza Bas,15,Esmeraldas,Secundaria,9,69.3,False,Bajo,3.7
358,Victorino Esteve-Gutierrez,18,Tungurahua,Bachillerato,1,96.4,True,Bajo,5.04
359,Ricardo Castejón Escobar,18,Chimborazo,Secundaria,35,65.8,True,Bajo,5.17
360,Eladio Arjona Duran,20,Chimborazo,Bachillerato,25,66.7,False,Alto,4.01
361,Jaime Cruz Galán,22,Pichincha,Secundaria,13,80.0,False,Medio,5.58
362,Martín Gutierrez Mesa,15,Esmeraldas,Secundaria,27,78.2,False,Medio,5.6
363,Hermenegildo Iván Lozano Martín,24,Pichincha,Bachillerato,18,50.8,False,Bajo,4.44
364,Ileana Cordero Cortes,20,Esmeraldas,Bachillerato,16,72.3,True,Alto,2.94
365,Miguela Salmerón Iglesia,17,Esmeraldas,Secundaria,17,69.5,True,Bajo,4.62
366,Saturnino Calixto Mateu Jaén,24,Loja,Bachillerato,15,70.1,False,Bajo,4.37
367,Hortensia Moreno Cortés,17,Chimborazo,Secundaria,9,52.1,True,Bajo,4.22
368,Casemiro Carbajo Campos,18,Tungurahua,Bachillerato,35,85.7,False,Bajo,6.65
369,Cristian Palma-Llorens,22,Chimborazo,Secundaria,6,69.9,True,Bajo,4.22
370,Timoteo Tello Grande,20,Loja,Secundaria,5,59.1,False,Medio,4.3
371,Albina Salamanca Gonzalo,23,Tungurahua,Bachillerato,4,50.8,True,Bajo,3.43
372,Renato Atienza Ballester,18,Chimborazo,Bachillerato,37,69.7,True,Medio,5.62
373,Leonel Moll-Vaquero,22,Manabi,Bachillerato,26,72.4,False,Medio,5.02
374,Isidoro Piquer Nicolás,15,Esmeraldas,Bachillerato,37,78.8,False,Alto,5.25
375,Porfirio Garrido Castilla,21,Guayas,Secundaria,38,51.7,True,Medio,4.27
376,Bernardino Coronado Berrocal,17,Pichincha,Bachillerato,7,99.6,True,Bajo,5.36
377,Andrea Olmo Bilbao,19,Pichincha,Secundaria,6,97.3,True,Bajo,4.8
378,Rolando Marti Gomez,25,Chimborazo,Bachillerato,14,84.4,True,Bajo,4.58
379,Jordi Asensio Font,22,Guayas,Bachillerato,4,57.5,False,Bajo,3.69
380,Ruperto Vizcaíno Espada,23,Loja,Bachillerato,31,69.0,True,Alto,5.79
381,Jose Ramón Bellido,24,Loja,Bachillerato,5,96.9,True,Alto,5.32
382,Luisina Cruz Lucena,23,Esmeraldas,Secundaria,40,50.9,True,Bajo,6.14
383,Jeremías Alcántara Gutiérrez,25,Manabi,Bachillerato,0,89.6,False,Medio,5.03
384,Javier Marcos Galan,22,Loja,Bachillerato,7,91.8,False,Bajo,4.67
385,Clímaco Jurado Maza,20,Manabi,Bachillerato,6,65.4,True,Bajo,4.24
386,Reina Mosquera Arnaiz,16,Loja,Bachillerato,0,63.6,False,Medio,3.6
387,Eric Mendizábal Pagès,17,Tungurahua,Bachillerato,29,98.2,True,Alto,5.36
388,Evelia Mariño Samper,20,Loja,Secundaria,29,95.1,True,Medio,6.0
389,Adelardo Larrañaga Mascaró,17,Tungurahua,Bachillerato,28,53.1,False,Medio,5.14
390,Crescencia Santamaria-Peláez,15,Guayas,Secundaria,22,86.1,True,Alto,6.47
391,Apolonia Español-Leal,23,Chimborazo,Secundaria,36,63.5,False,Bajo,4.93
392,Joaquín Campos Torralba,17,Manabi,Bachillerato,18,52.5,True,Bajo,4.09
393,Patricia Patiño-Pozo,25,Loja,Bachillerato,36,73.1,False,Medio,5.47
394,Juan Luis Silva-Portillo,16,Manabi,Secundaria,24,95.3,False,Medio,6.0
395,Nazaret del Somoza,16,Chimborazo,Secundaria,17,53.9,True,Medio,4.5
396,Ramona de Perales,22,Loja,Bachillerato,24,62.4,True,Alto,4.53
397,Dani Aragón Carrillo,23,Pichincha,Secundaria,27,90.3,False,Alto,6.28
398,Amor Heredia-Barbero,15,Loja,Bachillerato,33,72.8,False,Bajo,5.0
399,Inmaculada Ariza,25,Tungurahua,Bachillerato,39,84.5,False,Alto,6.31
400,Pablo Porcel Tomás,24,Guayas,Bachillerato,5,71.3,True,Medio,5.09
401,Conrado Reguera Gonzalo,22,Chimborazo,Bachillerato,3,97.9,True,Medio,4.82
402,Ezequiel de Llamas,19,Tungurahua,Secundaria,2,89.5,False,Alto,4.99
403,Charo Anglada Rueda,16,Esmeraldas,Secundaria,7,59.2,False,Medio,3.38
404,Catalina Clavero Bolaños,17,Guayas,Bachillerato,20,75.1,False,Medio,4.36
405,Ligia Rueda Perera,17,Loja,Bachillerato,5,55.8,False,Bajo,3.47
406,Ibán Palomino Alcázar,21,Loja,Secundaria,25,73.2,False,Bajo,5.1
407,Sebastian Rojas Llopis,19,Esmeraldas,Bachillerato,2,95.3,False,Bajo,5.71
408,Ariel Ocaña-Barba,17,Tungurahua,Secundaria,38,88.6,False,Medio,6.93
409,Eustaquio Gargallo Canals,16,Chimborazo,Secundaria,40,63.0,True,Medio,5.66
410,Paca Vendrell Duran,19,Esmeraldas,Bachillerato,8,99.7,False,Bajo,6.0
411,Juliana Somoza Urrutia,20,Manabi,Bachillerato,36,77.1,True,Bajo,5.73
412,Eugenio Real Carmona,25,Esmeraldas,Bachillerato,14,89.2,False,Alto,5.3
413,Adalberto Español Gracia,25,Esmeraldas,Bachillerato,28,78.3,True,Alto,5.25
414,Vinicio Valentín Nicolau Fábregas,23,Guayas,Secundaria,20,59.5,True,Medio,4.69
415,Evelia Guzmán Castelló,16,Esmeraldas,Bachillerato,30,78.4,True,Medio,4.83
416,Teresa Donoso Andreu,17,Pichincha,Bachillerato,36,97.2,True,Bajo,7.06
417,Guiomar Juliá Criado,20,Chimborazo,Bachillerato,20,75.1,False,Bajo,5.1
418,Palmira Girón,15,Guayas,Bachillerato,22,84.8,False,Medio,4.77
419,Juan Carlos Mateos Lloret,15,Tungurahua,Secundaria,6,51.4,True,Alto,2.53
420,Silvio Gallo Bravo,15,Tungurahua,Bachillerato,19,83.3,True,Bajo,5.67
421,Alfonso Ariza-Millán,20,Pichincha,Bachillerato,2,52.7,True,Medio,3.43
422,Florentina Cervantes Crespo,20,Guayas,Bachillerato,17,80.6,False,Medio,5.28
423,Maristela Xiomara Perez Vargas,21,Chimborazo,Secundaria,3,96.6,True,Alto,4.84
424,Apolinar Gibert Portero,22,Pichincha,Secundaria,34,57.0,False,Alto,4.45
425,Anunciación del Gelabert,15,Loja,Secundaria,34,89.0,True,Bajo,6.78
426,Yaiza Fiol,20,Pichincha,Bachillerato,3,60.7,True,Medio,3.01
427,Carolina Lumbreras Perez,21,Loja,Secundaria,2,65.7,True,Alto,3.34
428,Estela Posada-Palau,22,Chimborazo,Bachillerato,5,75.7,True,Bajo,3.64
429,Reynaldo Saldaña Corbacho,15,Pichincha,Bachillerato,13,65.6,False,Alto,4.27
430,María Jose Ramón Iglesias Vilaplana,15,Loja,Secundaria,13,50.7,False,Alto,4.48
431,Verónica Machado Polo,22,Manabi,Secundaria,34,95.2,False,Bajo,7.07
432,Elena Barrio Pina,22,Pichincha,Secundaria,23,96.4,False,Alto,6.22
433,Nydia Tomé Córdoba,24,Loja,Secundaria,40,72.2,False,Medio,6.63
434,Adelia del Perales,18,Guayas,Bachillerato,36,98.6,False,Medio,6.72
435,Pili María Luisa Zorrilla Bayona,24,Tungurahua,Secundaria,21,83.5,True,Bajo,6.16
436,Alfonso Pino-Ferrándiz,24,Chimborazo,Secundaria,12,79.4,True,Alto,4.38
437,Isaías del Ripoll,20,Loja,Bachillerato,26,86.7,False,Medio,5.0
438,Pili Fuster Cámara,22,Chimborazo,Bachillerato,33,68.6,True,Bajo,5.43
439,Kike Lozano Nogueira,17,Guayas,Secundaria,8,51.5,False,Bajo,3.01
440,Edu Jose Carlos Alemany Muñoz,24,Manabi,Secundaria,4,82.4,False,Bajo,4.77
441,Elvira Ávila Bru,23,Pichincha,Secundaria,35,81.3,True,Medio,6.22
442,Sabas Julio Agullo Cánovas,21,Guayas,Secundaria,7,81.6,True,Alto,4.79
443,Fidela Menendez Viñas,21,Loja,Secundaria,1,85.8,False,Alto,4.98
444,Alex del Corral,20,Manabi,Bachillerato,31,96.1,True,Bajo,6.45
445,Jose Ramón del Pareja,20,Pichincha,Bachillerato,26,57.6,True,Alto,4.39
446,Felipe Sanmartín Manzanares,24,Manabi,Bachillerato,20,58.3,False,Bajo,4.38
447,Vasco Menendez,24,Guayas,Secundaria,5,84.0,False,Bajo,5.18
448,Nacho Águila Cánovas,17,Guayas,Bachillerato,17,80.7,False,Bajo,4.47
449,Feliciana Diez Cueto,19,Manabi,Bachillerato,20,94.7,True,Bajo,6.04
450,Odalys Navarro Andrés,23,Esmeraldas,Bachillerato,24,99.6,False,Alto,6.27
451,Juan del Casanova,21,Chimborazo,Secundaria,4,96.5,False,Bajo,4.62
452,Sosimo Bellido,19,Chimborazo,Bachillerato,27,61.8,True,Bajo,4.97
453,Benigna Adán Cardona,19,Tungurahua,Bachillerato,21,67.2,False,Medio,4.42
454,Mario Marín Cortina,24,Tungurahua,Bachillerato,38,88.2,False,Medio,7.08
455,Roldán Figueroa Durán,20,Tungurahua,Secundaria,8,77.9,False,Bajo,4.96
456,Brígida Giralt Garrido,17,Chimborazo,Bachillerato,5,88.9,True,Medio,5.74
457,Dan Barros Cervantes,20,Esmeraldas,Secundaria,22,67.0,True,Bajo,5.6
458,Débora Arenas,21,Tungurahua,Bachillerato,36,78.5,False,Bajo,5.35
459,Noa de Ocaña,24,Esmeraldas,Secundaria,8,62.9,False,Alto,2.78
460,Rosalinda Guitart Escobar,23,Loja,Secundaria,11,87.5,False,Bajo,5.79
461,Emperatriz Tejedor Dueñas,22,Esmeraldas,Secundaria,13,91.9,False,Alto,5.38
462,Nico del Conesa,21,Esmeraldas,Secundaria,9,72.1,False,Bajo,5.07
463,Alfonso Jiménez Aragonés,23,Esmeraldas,Secundaria,22,82.2,False,Medio,5.67
464,Julio Sáenz Roma,22,Pichincha,Bachillerato,21,55.2,True,Medio,3.39
465,Baudelio de Ropero,25,Manabi,Secundaria,15,97.0,True,Alto,5.41
466,Joaquín Castell Tejedor,21,Tungurahua,Secundaria,16,95.7,True,Medio,5.91
467,Salomón Folch Carreras,25,Loja,Secundaria,14,81.5,True,Alto,5.48
468,Yaiza de Dalmau,18,Manabi,Bachillerato,3,76.9,True,Medio,4.43
469,Bernardino Monreal Buendía,16,Chimborazo,Bachillerato,9,82.7,False,Alto,4.0
470,Alma Oller-Martí,25,Chimborazo,Bachillerato,13,55.0,False,Bajo,3.67
471,Yéssica Alcázar Lucena,25,Tungurahua,Bachillerato,27,51.0,True,Medio,4.61
472,Guillermo Pérez Rocamora,18,Guayas,Secundaria,0,83.7,False,Bajo,4.74
473,Marcial Alcalá Hernando,19,Guayas,Secundaria,0,60.5,True,Alto,3.93
474,Ainoa Salvador Falcó,24,Manabi,Secundaria,19,79.7,False,Medio,5.39
475,Gaspar Tejera Cañas,23,Pichincha,Secundaria,3,53.9,True,Alto,2.94
476,Abril Mendizábal Ramis,15,Pichincha,Secundaria,21,59.0,True,Bajo,4.22
477,Luisa Mena Pazos,15,Manabi,Secundaria,25,83.4,False,Alto,5.26
478,Cloe Amat Quesada,22,Manabi,Secundaria,5,62.5,True,Alto,2.82
479,Hugo Castells Amat,18,Chimborazo,Bachillerato,10,50.5,False,Alto,3.98
480,Isaura Yésica Carrillo Gracia,23,Pichincha,Bachillerato,0,79.4,True,Bajo,5.21
481,Saturnino Blanch Collado,16,Tungurahua,Bachillerato,34,67.5,False,Alto,5.21
482,Jose Manuel Porras Grande,18,Manabi,Bachillerato,22,61.6,False,Medio,5.34
483,Silvestre Cuenca-Pagès,25,Tungurahua,Secundaria,40,50.1,True,Alto,4.54
484,Dolores Zurita,17,Chimborazo,Bachillerato,13,57.2,True,Alto,3.63
485,Graciana Juárez Roig,16,Pichincha,Bachillerato,8,68.9,False,Medio,4.3
486,Fabio Oller Barranco,19,Chimborazo,Bachillerato,17,87.5,False,Alto,5.63
487,Calista Esparza Vaquero,22,Pichincha,Secundaria,7,98.8,True,Bajo,5.47
488,Jimena Solera Arribas,20,Guayas,Secundaria,18,84.7,True,Medio,5.88
489,Sarita Correa Contreras,23,Guayas,Bachillerato,10,90.3,True,Bajo,5.09
490,Ramón del Ferrera,21,Manabi,Secundaria,13,82.7,False,Bajo,5.53
491,Alicia Acedo-Iriarte,20,Loja,Bachillerato,1,71.0,False,Medio,3.44
492,Manu Alcaraz Catalá,22,Loja,Secundaria,17,65.9,True,Alto,5.04
493,Fito Cánovas Ortega,24,Guayas,Bachillerato,8,61.5,False,Medio,3.37
494,Amor Roca Manuel,24,Guayas,Bachillerato,36,98.9,False,Medio,6.29
495,Sonia Guijarro-Bermejo,19,Pichincha,Secundaria,5,56.0,True,Medio,3.53
496,Fortunato Lluch Gutiérrez,25,Pichincha,Secundaria,20,54.2,False,Bajo,5.12
497,Adelina de Mateo,19,Tungurahua,Secundaria,38,86.5,True,Medio,6.13
498,Ariadna Sierra Bermejo,23,Chimborazo,Bachillerato,16,50.5,True,Medio,3.64
499,María Lerma Llamas,16,Manabi,Secundaria,34,89.6,True,Bajo,5.99
500,Adelia Lara Calvet,20,Guayas,Bachillerato,15,74.1,True,Bajo,5.0
501,Moreno Uriarte Franco,23,Pichincha,Bachillerato,36,61.5,True,Bajo,5.81
502,Patricio Collado-Cueto,23,Pichincha,Secundaria,32,75.7,False,Alto,5.03
503,Trinidad Clavero Manrique,19,Manabi,Secundaria,8,65.6,True,Medio,3.99
504,Piedad Noguera,24,Loja,Bachillerato,37,55.1,False,Bajo,5.24
505,Clara Jordá Benet,22,Manabi,Bachillerato,37,50.5,True,Alto,4.62
506,Juanita España Alberola,15,Loja,Secundaria,32,69.1,True,Alto,5.76
507,Santos Vives Díaz,20,Guayas,Secundaria,34,91.7,False,Alto,6.05
508,Loida Colomer Galván,25,Chimborazo,Secundaria,39,84.6,False,Alto,6.81
509,Guadalupe Abellán Beltrán,25,Esmeraldas,Secundaria,21,62.6,True,Medio,4.5
510,Cristina Cerdá Sarmiento,15,Loja,Bachillerato,12,67.3,False,Bajo,4.19
511,Dafne Natividad Costa Caparrós,17,Loja,Secundaria,13,61.4,False,Bajo,5.06
512,Estefanía Novoa Girona,20,Esmeraldas,Secundaria,23,91.5,False,Medio,5.95
513,Mamen Sala-Palacios,24,Manabi,Secundaria,20,74.7,False,Medio,4.29
514,Ale Morales-Iborra,19,Pichincha,Secundaria,15,98.3,False,Alto,6.03
515,Desiderio Frutos,19,Loja,Secundaria,24,96.1,False,Medio,5.33
516,Evelia Barrio Reina,15,Loja,Secundaria,30,77.4,True,Medio,5.44
517,Ainoa Padilla Rovira,21,Loja,Bachillerato,22,82.9,False,Bajo,5.58
518,Soledad Samper Lobato,21,Manabi,Bachillerato,14,53.9,False,Bajo,3.18
519,Cruz Villegas Manzano,25,Loja,Secundaria,12,62.8,False,Alto,3.9
520,Marcio Casanova Guillen,16,Tungurahua,Bachillerato,13,79.6,False,Medio,4.56
521,Yéssica Revilla Monreal,19,Tungurahua,Secundaria,36,88.5,True,Bajo,6.84
522,Amparo Barón Quirós,20,Esmeraldas,Secundaria,36,71.2,False,Medio,6.07
523,Rubén Ochoa-Ferrero,21,Chimborazo,Secundaria,15,96.7,False,Medio,5.57
524,Montserrat Mármol Barranco,15,Tungurahua,Secundaria,29,75.1,True,Alto,5.29
525,Joaquín del Casas,17,Manabi,Secundaria,20,51.9,False,Alto,3.96
526,Ángela Gelabert-Torres,22,Loja,Bachillerato,25,60.2,False,Medio,5.19
527,Simón Lozano Díez,24,Tungurahua,Bachillerato,6,85.5,False,Bajo,4.52
528,Azeneth Leon Sanz,18,Chimborazo,Secundaria,29,66.1,False,Alto,4.62
529,Trinidad Ferrera Valcárcel,17,Pichincha,Secundaria,38,53.3,True,Bajo,4.63
530,Venceslás Peralta Mariño,16,Loja,Secundaria,25,82.6,False,Bajo,5.77
531,Maricruz Narváez,20,Guayas,Secundaria,38,50.1,True,Medio,5.39
532,Alicia Cuevas Vila,19,Tungurahua,Bachillerato,34,68.1,True,Alto,5.4
533,Rebeca Soria Iglesias,20,Tungurahua,Secundaria,38,74.4,True,Alto,5.46
534,Rosario Mur Torrecilla,17,Loja,Secundaria,32,61.0,False,Bajo,4.61
535,Dulce Viana Antúnez,24,Esmeraldas,Secundaria,18,79.3,True,Medio,5.61
536,Miguel Toribio Becerra Cortina,15,Guayas,Secundaria,27,59.1,True,Alto,5.01
537,Fabio Lloret Morillo,15,Loja,Bachillerato,31,97.7,True,Alto,6.89
538,Victorino Abel Arrieta Gascón,21,Tungurahua,Secundaria,13,87.4,False,Bajo,4.79
539,Blas Cortina Ayllón,20,Guayas,Secundaria,7,85.7,False,Alto,4.26
540,María Luisa Luque Ferrán,20,Pichincha,Bachillerato,12,98.4,False,Medio,5.99
541,Maximiliano Luís López,23,Loja,Bachillerato,18,73.7,False,Alto,5.47
542,Mercedes Palmer Romero,15,Chimborazo,Secundaria,32,72.9,False,Bajo,5.72
543,David Porfirio Pareja Correa,21,Esmeraldas,Secundaria,5,65.1,False,Bajo,4.16
544,Pepe Morell-Garriga,22,Esmeraldas,Secundaria,1,50.4,True,Alto,3.69
545,Nicolás de Porta,25,Manabi,Secundaria,13,84.7,True,Alto,6.02
546,Priscila Mata Segarra,22,Tungurahua,Bachillerato,14,84.2,True,Alto,4.32
547,Teodoro Castells Nogueira,18,Pichincha,Bachillerato,5,57.6,True,Alto,3.55
548,Raimundo Segovia Álvaro,15,Tungurahua,Bachillerato,37,67.7,True,Medio,4.83
549,Tito Pérez,15,Loja,Bachillerato,0,65.0,False,Alto,3.08
550,Consuela Palmer Abad,16,Tungurahua,Secundaria,7,57.2,False,Bajo,3.27
551,Valentín Erasmo Cruz Castilla,15,Pichincha,Bachillerato,22,100.0,True,Medio,6.36
552,África Cánovas Fonseca,19,Tungurahua,Secundaria,8,76.7,True,Alto,4.25
553,Marisela Carbonell Vilar,17,Esmeraldas,Secundaria,38,99.8,True,Alto,7.19
554,Saturnino Amores Torralba,22,Loja,Secundaria,11,52.9,False,Medio,4.07
555,Blanca Vega Borja,24,Loja,Secundaria,17,93.3,True,Alto,5.06
556,Artemio Palmer Mendez,22,Guayas,Bachillerato,37,99.2,True,Alto,6.77
557,Vinicio Joan Calderón Arévalo,16,Tungurahua,Secundaria,21,78.5,False,Medio,5.19
558,Hipólito Guardiola-Arjona,19,Pichincha,Bachillerato,9,57.9,False,Bajo,4.31
559,Lino Jara-Valdés,24,Chimborazo,Secundaria,27,75.6,True,Alto,5.22
560,Gustavo Ripoll Donoso,15,Tungurahua,Bachillerato,2,90.9,False,Medio,5.94
561,Máximo Nieto Samper,18,Guayas,Bachillerato,31,72.7,True,Bajo,4.77
562,Baltasar Gibert Jáuregui,20,Esmeraldas,Secundaria,9,57.8,False,Medio,4.01
563,Jordán Ribera Jimenez,16,Pichincha,Bachillerato,12,85.9,False,Bajo,5.5
564,Ciriaco Sarmiento Cobos,17,Manabi,Secundaria,16,59.6,False,Medio,4.48
565,Martín Pérez Lamas,17,Loja,Bachillerato,16,52.7,False,Bajo,3.94
566,Pelayo del Ramírez,21,Tungurahua,Bachillerato,26,84.4,False,Bajo,5.52
567,Ignacio Losada Olivé,24,Chimborazo,Secundaria,23,81.3,True,Medio,5.35
568,Cristian Enríquez Pacheco,20,Chimborazo,Bachillerato,30,71.2,False,Bajo,4.58
569,Valeria Angelita Ojeda Abril,21,Manabi,Bachillerato,9,80.9,True,Bajo,4.84
570,Eulalia Valentín Jáuregui,19,Guayas,Secundaria,7,92.3,False,Medio,5.64
571,Joel Font Alsina,25,Pichincha,Bachillerato,10,94.5,True,Medio,5.94
572,Narciso Villena,17,Chimborazo,Bachillerato,35,55.9,True,Medio,4.58
573,Azeneth Anguita Garay,24,Guayas,Secundaria,17,59.5,False,Bajo,3.77
574,Efraín Salvà Llabrés,22,Loja,Bachillerato,18,96.6,True,Medio,5.48
575,Jordana Fabra Segarra,20,Guayas,Bachillerato,4,62.5,True,Bajo,4.16
576,Timoteo Milla,20,Tungurahua,Secundaria,39,96.2,True,Alto,6.73
577,Andrés del Prat,21,Guayas,Bachillerato,34,77.6,True,Medio,5.56
578,Cristina Nieto Garay,19,Pichincha,Bachillerato,2,72.0,True,Medio,4.03
579,Manuela Manzanares Perelló,23,Pichincha,Bachillerato,23,77.7,False,Alto,4.28
580,Lupe Velázquez Fábregas,22,Manabi,Secundaria,5,96.3,False,Alto,5.57
581,Alejandro Quintana Carrera,17,Chimborazo,Secundaria,28,94.7,False,Medio,5.45
582,Goyo Lobato Lumbreras,23,Manabi,Bachillerato,29,60.0,True,Medio,3.69
583,Juan Antonio Peralta Gaya,15,Tungurahua,Bachillerato,21,78.6,True,Medio,5.23
584,Perlita Chico-Badía,24,Esmeraldas,Secundaria,14,97.3,False,Bajo,5.99
585,Hilda Huguet-Arco,20,Pichincha,Secundaria,5,88.3,False,Medio,4.63
586,Cecilio Amat Olivares,16,Guayas,Secundaria,8,94.8,False,Alto,5.64
587,María Wilfredo Priego Cepeda,18,Tungurahua,Bachillerato,29,71.6,True,Medio,5.65
588,Yago Leonel Roldan Folch,17,Guayas,Bachillerato,3,64.9,False,Medio,3.41
589,Venceslás Gelabert Blanes,22,Chimborazo,Bachillerato,39,90.6,False,Bajo,5.45
590,Germán Néstor Flor Arenas,24,Esmeraldas,Secundaria,15,93.5,True,Medio,5.24
591,Emilia del Cerro,15,Pichincha,Secundaria,15,64.8,True,Bajo,4.13
592,Jose Angel Burgos Prada,15,Guayas,Bachillerato,30,86.1,False,Bajo,6.63
593,Chita Sanchez Uriarte,24,Tungurahua,Bachillerato,7,67.8,True,Medio,4.33
594,Loreto Marisela Mascaró Buendía,24,Manabi,Bachillerato,29,63.5,True,Alto,5.41
595,Juan Bautista Casal Gaya,23,Manabi,Secundaria,2,51.2,False,Medio,3.58
596,Felipe Cisneros Silva,21,Chimborazo,Bachillerato,25,55.6,True,Alto,5.52
597,Vicente Arnal-Ribera,22,Pichincha,Bachillerato,33,79.6,False,Bajo,5.84
598,Manuel Conde Cañellas,24,Pichincha,Secundaria,33,60.0,False,Bajo,5.27
599,Eutimio Marti Cases,17,Esmeraldas,Bachillerato,10,94.0,True,Medio,5.83
600,Amaya Cervera Sarmiento,20,Manabi,Bachillerato,31,96.8,False,Bajo,6.88
601,Ulises Morcillo García,23,Chimborazo,Secundaria,1,90.2,False,Medio,4.62
602,Manolo Arnaiz Capdevila,18,Manabi,Secundaria,27,60.2,False,Alto,4.34
603,Cruz Blanca Sáez,16,Esmeraldas,Secundaria,6,99.2,False,Medio,4.88
604,Nidia Sofía Aragón Benitez,21,Esmeraldas,Secundaria,11,67.0,True,Bajo,4.22
